,train_loss,dev_loss
1.0,442.252197265625,1.3168621063232422
1.00117508813161,466.2574157714844,
1.0023501762632196,408.4139404296875,
1.0035252643948296,322.91363525390625,
1.0047003525264395,263.55035400390625,
1.0058754406580495,212.270751953125,
1.0070505287896592,172.65179443359375,
1.008225616921269,142.02682495117188,
1.009400705052879,118.83937072753906,
1.0105757931844888,104.87150573730469,
1.0117508813160987,90.07157135009766,
1.0129259694477086,80.92558288574219,
1.0141010575793183,70.81242370605469,
1.0152761457109283,73.58595275878906,
1.0164512338425382,61.8430061340332,
1.0176263219741482,56.765869140625,
1.0188014101057579,55.11994171142578,
1.0199764982373678,48.19722366333008,
1.0211515863689777,49.35435485839844,
1.0223266745005875,44.00553894042969,
1.0235017626321974,40.653621673583984,
1.0246768507638073,38.62510299682617,
1.0258519388954173,35.12299346923828,
1.027027027027027,34.453914642333984,
1.028202115158637,32.42502212524414,
1.0293772032902468,32.23173141479492,
1.0305522914218566,29.722484588623047,
1.0317273795534665,27.28611946105957,
1.0329024676850764,29.451475143432617,
1.0340775558166861,27.109024047851562,
1.035252643948296,26.238534927368164,
1.036427732079906,26.511234283447266,
1.037602820211516,26.8094425201416,
1.0387779083431257,27.060420989990234,
1.0399529964747356,23.49017906188965,
1.0411280846063455,23.60519027709961,
1.0423031727379553,22.211637496948242,
1.0434782608695652,22.10824966430664,
1.0446533490011751,21.807571411132812,
1.045828437132785,19.865400314331055,
1.0470035252643948,19.170473098754883,
1.0481786133960047,21.046642303466797,
1.0493537015276146,20.368576049804688,
1.0505287896592244,18.49381446838379,
1.0517038777908343,20.11412239074707,
1.0528789659224442,20.18817901611328,
1.054054054054054,19.58290672302246,
1.0552291421856639,18.876819610595703,
1.0564042303172738,16.109291076660156,
1.0575793184488838,18.41683006286621,
1.0587544065804935,17.36758041381836,
1.0599294947121034,16.739177703857422,
1.0611045828437133,17.962646484375,
1.062279670975323,15.29697036743164,
1.063454759106933,15.409643173217773,
1.064629847238543,16.152721405029297,
1.0658049353701529,16.691036224365234,
1.0669800235017626,16.115156173706055,
1.0681551116333725,14.742865562438965,
1.0693301997649824,15.510187149047852,
1.0705052878965922,14.215043067932129,
1.071680376028202,14.260675430297852,
1.072855464159812,15.16973876953125,
1.074030552291422,14.971062660217285,
1.0752056404230317,14.776849746704102,
1.0763807285546416,15.096270561218262,
